OID_,WMU_NY_UNIT,Region,WMU_NY_UNITSQMILE,WMU_NY_MOREINFO,WMU_NY_Shape__Are,WMU_NY_Shape__Len,Buck_2007,Antlerless_2007,Buck_2008,Antlerless_2008,Buck_2009,Antlerless_2009,Buck_2010,Antlerless_2010,Buck_2011,Antlerless_2011,Buck_2012,Antlerless_2012,Buck_2013,Antlerless_2013,Buck_2014,Antlerless_2014,Buck_2015,Antlerless_2015,Buck_2016,Antlerless_2016,Buck_2017,Antlerless_2017,Buck_2018,Antlerless_2018,Buck_2019,Antlerless_2019,Buck_2020,Antlerless_2020,Buck_2021,Antlerless_2021,Buck_Total,Antlerless_Total,BuckPercentTotal,AntlerlessPercentTotal,Tier
39,9G,Region 9,244,https://www.dec.ny.gov/outdoor/8302.html,632905815.996000051498413,153171.360282999987248,540.000000000000000,636.000000000000000,582.000000000000000,870.000000000000000,538.000000000000000,842.000000000000000,563.000000000000000,951.000000000000000,581.000000000000000,1010.000000000000000,735.000000000000000,1197.000000000000000,650.000000000000000,1207.000000000000000,639.000000000000000,1234.000000000000000,593.000000000000000,940.000000000000000,606.000000000000000,870.000000000000000,587.000000000000000,918.000000000000000,704.000000000000000,1.111000000000000,671.000000000000000,1040.000000000000000,682.000000000000000,1156.000000000000000,604.000000000000000,911.000000000000000,9275.000000000000000,13783.111000000000786,1.037206589144681,0.974817352822790,
40,9J,Region 9,717,https://www.dec.ny.gov/outdoor/8302.html,1858401431.789999961853027,209885.099576999986311,2505.000000000000000,3936.000000000000000,2176.000000000000000,3200.000000000000000,2196.000000000000000,3418.000000000000000,2340.000000000000000,3426.000000000000000,2475.000000000000000,3426.000000000000000,2809.000000000000000,3698.000000000000000,2661.000000000000000,3845.000000000000000,2443.000000000000000,3774.000000000000000,2.377000000000000,2.934000000000000,2.510000000000000,2.863000000000000,2.563000000000000,2.975000000000000,2.805000000000000,3.930000000000000,2787.000000000000000,3689.000000000000000,2701.000000000000000,4509.000000000000000,2629.000000000000000,3145.000000000000000,27732.254999999997381,40078.702000000004773,3.016002250781127,2.834586051597022,
41,9K,Region 9,445,https://www.dec.ny.gov/outdoor/8302.html,1154018220.569999933242798,142487.065333000005921,1578.000000000000000,1887.000000000000000,1328.000000000000000,1753.000000000000000,1475.000000000000000,1564.000000000000000,1472.000000000000000,1546.000000000000000,1524.000000000000000,1525.000000000000000,1672.000000000000000,1447.000000000000000,1535.000000000000000,1719.000000000000000,1518.000000000000000,1754.000000000000000,1.556000000000000,1.507000000000000,1.631000000000000,1.531000000000000,1.770000000000000,1.489000000000000,1.848000000000000,1.973000000000000,1776.000000000000000,1963.000000000000000,1544.000000000000000,2857.000000000000000,1542.000000000000000,1677.000000000000000,16970.805000000000291,19698.500000000000000,1.482351407912662,1.393186169985843,
42,9M,Region 9,329,https://www.dec.ny.gov/outdoor/8302.html,851538659.970999956130981,153864.372620000009192,1580.000000000000000,1751.000000000000000,1323.000000000000000,2638.000000000000000,1698.000000000000000,2148.000000000000000,1523.000000000000000,2187.000000000000000,1497.000000000000000,1968.000000000000000,1649.000000000000000,1778.000000000000000,1487.000000000000000,1727.000000000000000,1324.000000000000000,1719.000000000000000,1.432000000000000,1.477000000000000,1.466000000000000,1.597000000000000,1.427000000000000,1.341000000000000,1.502000000000000,1.597000000000000,1562.000000000000000,1553.000000000000000,1256.000000000000000,2197.000000000000000,1319.000000000000000,1220.000000000000000,16223.827000000001135,20892.012000000002445,1.572165566024227,1.477597897381946,
43,9N,Region 9,205,https://www.dec.ny.gov/outdoor/8302.html,532279328.957000017166138,131576.591820000001462,800.000000000000000,1700.000000000000000,709.000000000000000,942.000000000000000,856.000000000000000,1216.000000000000000,923.000000000000000,1638.000000000000000,857.000000000000000,1354.000000000000000,1010.000000000000000,1223.000000000000000,723.000000000000000,1239.000000000000000,785.000000000000000,1206.000000000000000,732.000000000000000,829.000000000000000,790.000000000000000,978.000000000000000,779.000000000000000,891.000000000000000,797.000000000000000,1.032000000000000,891.000000000000000,927.000000000000000,719.000000000000000,1523.000000000000000,772.000000000000000,887.000000000000000,12143.000000000000000,16554.031999999999243,1.245723920188403,1.170792113100138,
44,9P,Region 9,574,https://www.dec.ny.gov/outdoor/8302.html,1479156744.339999914169312,223939.154222999990452,2572.000000000000000,2978.000000000000000,2368.000000000000000,2524.000000000000000,2266.000000000000000,2442.000000000000000,2394.000000000000000,2261.000000000000000,2411.000000000000000,1697.000000000000000,2486.000000000000000,1732.000000000000000,2325.000000000000000,1678.000000000000000,2498.000000000000000,1838.000000000000000,2.486000000000000,1.665000000000000,2.257000000000000,1.356000000000000,2.764000000000000,1.484000000000000,2.772000000000000,2.192000000000000,3007.000000000000000,1991.000000000000000,2503.000000000000000,3502.000000000000000,2660.000000000000000,1783.000000000000000,27500.279000000002270,24432.697000000000116,1.838609173137725,1.728014597855399,
45,9R,Region 9,237,https://www.dec.ny.gov/outdoor/8302.html,615285547.230999946594238,131924.450042000011308,553.000000000000000,570.000000000000000,516.000000000000000,484.000000000000000,523.000000000000000,542.000000000000000,476.000000000000000,395.000000000000000,583.000000000000000,402.000000000000000,574.000000000000000,740.000000000000000,500.000000000000000,410.000000000000000,436.000000000000000,286.000000000000000,491.000000000000000,279.000000000000000,452.000000000000000,183.000000000000000,587.000000000000000,183.000000000000000,568.000000000000000,310.000000000000000,653.000000000000000,344.000000000000000,559.000000000000000,640.000000000000000,626.000000000000000,406.000000000000000,8097.000000000000000,6174.000000000000000,0.464605812242190,0.436659208238830,
46,9S,Region 9,104,https://www.dec.ny.gov/outdoor/8302.html,269317360.189000010490417,80256.832221799995750,162.000000000000000,142.000000000000000,148.000000000000000,105.000000000000000,145.000000000000000,127.000000000000000,112.000000000000000,110.000000000000000,148.000000000000000,82.000000000000000,133.000000000000000,105.000000000000000,130.000000000000000,96.000000000000000,113.000000000000000,98.000000000000000,133.000000000000000,64.000000000000000,115.000000000000000,47.000000000000000,133.000000000000000,61.000000000000000,154.000000000000000,81.000000000000000,191.000000000000000,95.000000000000000,144.000000000000000,186.000000000000000,212.000000000000000,114.000000000000000,2173.000000000000000,1513.000000000000000,0.113856267237194,0.107007674451790,
47,9T,Region 9,257,https://www.dec.ny.gov/outdoor/8302.html,665896335.054999947547913,121682.264599999994971,728.000000000000000,808.000000000000000,559.000000000000000,457.000000000000000,565.000000000000000,496.000000000000000,705.000000000000000,513.000000000000000,647.000000000000000,475.000000000000000,708.000000000000000,419.000000000000000,660.000000000000000,435.000000000000000,549.000000000000000,353.000000000000000,554.000000000000000,259.000000000000000,500.000000000000000,265.000000000000000,612.000000000000000,222.000000000000000,728.000000000000000,359.000000000000000,808.000000000000000,427.000000000000000,634.000000000000000,784.000000000000000,762.000000000000000,498.000000000000000,9719.000000000000000,6770.000000000000000,0.509456000790351,0.478811603462403,
48,9W,Region 9,249,https://www.dec.ny.gov/outdoor/8302.html,645231857.018000006675720,118559.145617000001948,1000.000000000000000,1230.000000000000000,998.000000000000000,1046.000000000000000,938.000000000000000,1307.000000000000000,978.000000000000000,1005.000000000000000,884.000000000000000,906.000000000000000,935.000000000000000,814.000000000000000,782.000000000000000,751.000000000000000,815.000000000000000,800.000000000000000,779.000000000000000,685.000000000000000,854.000000000000000,640.000000000000000,917.000000000000000,608.000000000000000,932.000000000000000,779.000000000000000,877.000000000000000,622.000000000000000,743.000000000000000,888.000000000000000,851.000000000000000,642.000000000000000,13283.000000000000000,12723.000000000000000,0.957431122312501,0.899840477230747,
49,9X,Region 9,218,https://www.dec.ny.gov/outdoor/8302.html,573738444.858999967575073,143251.668917000002693,828.000000000000000,887.000000000000000,791.000000000000000,670.000000000000000,713.000000000000000,720.000000000000000,682.000000000000000,627.000000000000000,679.000000000000000,431.000000000000000,742.000000000000000,452.000000000000000,703.000000000000000,514.000000000000000,697.000000000000000,399.000000000000000,770.000000000000000,456.000000000000000,634.000000000000000,375.000000000000000,714.000000000000000,325.000000000000000,792.000000000000000,485.000000000000000,880.000000000000000,500.000000000000000,680.000000000000000,798.000000000000000,787.000000000000000,478.000000000000000,11092.000000000000000,8117.000000000000000,0.610820436988962,0.574078845687493,
50,9Y,Region 9,125,https://www.dec.ny.gov/outdoor/8302.html,322985419.714999973773956,98063.789605800004210,627.000000000000000,1029.000000000000000,600.000000000000000,878.000000000000000,558.000000000000000,827.000000000000000,491.000000000000000,878.000000000000000,509.000000000000000,669.000000000000000,575.000000000000000,602.000000000000000,487.000000000000000,682.000000000000000,486.000000000000000,697.000000000000000,485.000000000000000,416.000000000000000,489.000000000000000,524.000000000000000,551.000000000000000,444.000000000000000,611.000000000000000,661.000000000000000,746.000000000000000,900.000000000000000,600.000000000000000,1152.000000000000000,625.000000000000000,791.000000000000000,8440.000000000000000,11150.000000000000000,0.839059735422808,0.788589273058463,
51,7F,Region 7,772,https://www.dec.ny.gov/outdoor/8302.html,2000339471.140000104904175,266423.981816000014078,1303.000000000000000,2098.000000000000000,1422.000000000000000,2119.000000000000000,1643.000000000000000,2467.000000000000000,1911.000000000000000,3124.000000000000000,1857.000000000000000,2693.000000000000000,2003.000000000000000,2813.000000000000000,1830.000000000000000,3281.000000000000000,1798.000000000000000,2635.000000000000000,1.419000000000000,2.209000000000000,1.552000000000000,2.418000000000000,1.574000000000000,1.824000000000000,1.711000000000000,2.248000000000000,1717.000000000000000,1786.000000000000000,1593.000000000000000,2197.000000000000000,1530.000000000000000,1680.000000000000000,18613.256000000001222,26901.699000000000524,2.024406497342064,1.902635987304717,
52,6K,Region 6,1149,https://www.dec.ny.gov/outdoor/8302.html,2976431117.079999923706055,365943.883397999976296,2246.000000000000000,1496.000000000000000,2651.000000000000000,2218.000000000000000,2171.000000000000000,1748.000000000000000,2462.000000000000000,2017.000000000000000,2453.000000000000000,1810.000000000000000,3135.000000000000000,2247.000000000000000,3201.000000000000000,2626.000000000000000,2671.000000000000000,2561.000000000000000,2.169000000000000,1.453000000000000,2.358000000000000,1.602000000000000,2.248000000000000,1.332000000000000,2.530000000000000,1.741000000000000,2968.000000000000000,1515.000000000000000,2854.000000000000000,2446.000000000000000,2974.000000000000000,1639.000000000000000,29795.305000000000291,22329.128000000000611,1.680311410932916,1.579238638345236,
53,7M,Region 7,1232,https://www.dec.ny.gov/outdoor/8302.html,3191602336.619999885559082,264453.481318000005558,4878.000000000000000,4052.000000000000000,5171.000000000000000,5397.000000000000000,4128.000000000000000,3299.000000000000000,4485.000000000000000,3566.000000000000000,4227.000000000000000,4019.000000000000000,4657.000000000000000,3875.000000000000000,4757.000000000000000,4288.000000000000000,4532.000000000000000,4667.000000000000000,3.787000000000000,3.653000000000000,3.953000000000000,3.966000000000000,4.041000000000000,3.676000000000000,4.135000000000000,4.817000000000000,4077.000000000000000,4082.000000000000000,3607.000000000000000,4678.000000000000000,3371.000000000000000,3487.000000000000000,47905.915999999997439,45426.112000000000990,3.418405517130658,3.212784272641466,
54,5J,Region 5,711,https://www.dec.ny.gov/outdoor/8302.html,1842008273.869999885559082,325384.770013000001200,1089.000000000000000,600.000000000000000,1098.000000000000000,619.000000000000000,755.000000000000000,490.000000000000000,784.000000000000000,438.000000000000000,877.000000000000000,430.000000000000000,1037.000000000000000,477.000000000000000,1074.000000000000000,523.000000000000000,966.000000000000000,469.000000000000000,923.000000000000000,357.000000000000000,1.072000000000000,385.000000000000000,965.000000000000000,293.000000000000000,1.011000000000000,453.000000000000000,1040.000000000000000,354.000000000000000,1075.000000000000000,436.000000000000000,992.000000000000000,285.000000000000000,12677.083000000000538,6609.000000000000000,0.497340429722811,0.467424798712411,
55,1C,Region 1,919,https://www.dec.ny.gov/outdoor/8302.html,2379758138.860000133514404,1415671.511990000028163,781.000000000000000,1378.000000000000000,805.000000000000000,1723.000000000000000,823.000000000000000,1954.000000000000000,958.000000000000000,2033.000000000000000,983.000000000000000,2003.000000000000000,985.000000000000000,1670.000000000000000,983.000000000000000,1890.000000000000000,1175.000000000000000,2316.000000000000000,1.205000000000000,2.192000000000000,1.321000000000000,1.886000000000000,1.320000000000000,1.933000000000000,1.281000000000000,2.126000000000000,1594.000000000000000,2530.000000000000000,1861.000000000000000,2664.000000000000000,1457.000000000000000,1565.000000000000000,12410.127000000000407,21734.137000000002445,1.635537151646911,1.537157605146462,
56,3A,Region 3,691,https://www.dec.ny.gov/outdoor/8302.html,1788535934.700000047683716,251612.259965000004740,820.000000000000000,148.000000000000000,888.000000000000000,212.000000000000000,814.000000000000000,175.000000000000000,824.000000000000000,177.000000000000000,687.000000000000000,166.000000000000000,667.000000000000000,149.000000000000000,804.000000000000000,194.000000000000000,775.000000000000000,249.000000000000000,625.000000000000000,152.000000000000000,652.000000000000000,122.000000000000000,662.000000000000000,141.000000000000000,775.000000000000000,137.000000000000000,749.000000000000000,148.000000000000000,893.000000000000000,184.000000000000000,812.000000000000000,123.000000000000000,11447.000000000000000,2477.000000000000000,0.186399189654017,0.175187051961060,
57,3C,Region 3,329,https://www.dec.ny.gov/outdoor/8302.html,851294679.983999967575073,170974.185010999994120,490.000000000000000,715.000000000000000,433.000000000000000,613.000000000000000,514.000000000000000,598.000000000000000,538.000000000000000,342.000000000000000,786.000000000000000,418.000000000000000,645.000000000000000,596.000000000000000,679.000000000000000,510.000000000000000,578.000000000000000,509.000000000000000,547.000000000000000,336.000000000000000,692.000000000000000,328.000000000000000,629.000000000000000,368.000000000000000,761.000000000000000,418.000000000000000,728.000000000000000,404.000000000000000,850.000000000000000,677.000000000000000,472.000000000000000,306.000000000000000,9342.000000000000000,7138.000000000000000,0.537148734659014,0.504838585748100,
58,3F,Region 3,337,https://www.dec.ny.gov/outdoor/8302.html,872659863.547000050544739,163625.045045000006212,910.000000000000000,1026.000000000000000,906.000000000000000,1102.000000000000000,767.000000000000000,1220.000000000000000,810.000000000000000,975.000000000000000,846.000000000000000,842.000000000000000,913.000000000000000,1055.000000000000000,776.000000000000000,1157.000000000000000,682.000000000000000,1043.000000000000000,556.000000000000000,683.000000000000000,755.000000000000000,669.000000000000000,595.000000000000000,591.000000000000000,630.000000000000000,635.000000000000000,611.000000000000000,639.000000000000000,527.000000000000000,666.000000000000000,256.000000000000000,286.000000000000000,10540.000000000000000,12589.000000000000000,0.947347355088585,0.890363260854977,
59,3G,Region 3,464,https://www.dec.ny.gov/outdoor/8302.html,1202250236.839999914169312,171194.957590000005439,1117.000000000000000,1007.000000000000000,1238.000000000000000,1166.000000000000000,1096.000000000000000,1041.000000000000000,1018.000000000000000,1027.000000000000000,1096.000000000000000,845.000000000000000,1072.000000000000000,877.000000000000000,909.000000000000000,835.000000000000000,775.000000000000000,783.000000000000000,596.000000000000000,621.000000000000000,706.000000000000000,472.000000000000000,704.000000000000000,426.000000000000000,815.000000000000000,469.000000000000000,878.000000000000000,448.000000000000000,825.000000000000000,848.000000000000000,670.000000000000000,468.000000000000000,13515.000000000000000,11333.000000000000000,0.852830850362931,0.801532038705970,
60,3H,Region 3,549,https://www.dec.ny.gov/outdoor/8302.html,1422690119.380000114440918,213538.073846000013873,1181.000000000000000,1174.000000000000000,1127.000000000000000,1336.000000000000000,1245.000000000000000,1131.000000000000000,1361.000000000000000,868.000000000000000,1534.000000000000000,1006.000000000000000,1619.000000000000000,1044.000000000000000,1577.000000000000000,1170.000000000000000,1418.000000000000000,1127.000000000000000,1.210000000000000,899.000000000000000,1.548000000000000,795.000000000000000,1.364000000000000,1.040000000000000,1.501000000000000,969.000000000000000,1864.000000000000000,1253.000000000000000,1862.000000000000000,1702.000000000000000,1719.000000000000000,1141.000000000000000,16512.622999999999593,15616.040000000000873,1.175138151636949,1.104452164273712,
61,3J,Region 3,368,https://www.dec.ny.gov/outdoor/8302.html,952909662.672000050544739,216281.660620999988168,679.000000000000000,1064.000000000000000,684.000000000000000,983.000000000000000,797.000000000000000,1025.000000000000000,769.000000000000000,833.000000000000000,1050.000000000000000,945.000000000000000,1086.000000000000000,1002.000000000000000,974.000000000000000,1029.000000000000000,857.000000000000000,1158.000000000000000,734.000000000000000,780.000000000000000,907.000000000000000,861.000000000000000,808.000000000000000,676.000000000000000,879.000000000000000,693.000000000000000,974.000000000000000,719.000000000000000,988.000000000000000,986.000000000000000,565.000000000000000,440.000000000000000,12751.000000000000000,13194.000000000000000,0.992874811584621,0.933152185536625,
62,3K,Region 3,381,https://www.dec.ny.gov/outdoor/8302.html,986146111.447000026702881,149553.536594000004698,655.000000000000000,595.000000000000000,701.000000000000000,517.000000000000000,569.000000000000000,444.000000000000000,692.000000000000000,304.000000000000000,777.000000000000000,378.000000000000000,674.000000000000000,256.000000000000000,718.000000000000000,277.000000000000000,743.000000000000000,271.000000000000000,543.000000000000000,148.000000000000000,783.000000000000000,153.000000000000000,720.000000000000000,272.000000000000000,767.000000000000000,261.000000000000000,709.000000000000000,237.000000000000000,862.000000000000000,496.000000000000000,887.000000000000000,327.000000000000000,10800.000000000000000,4936.000000000000000,0.371443843412285,0.349101045005971,
63,3M,Region 3,742,https://www.dec.ny.gov/outdoor/8302.html,1922442809.359999895095825,234350.113283000013325,2765.000000000000000,3787.000000000000000,3052.000000000000000,4143.000000000000000,3204.000000000000000,5730.000000000000000,3201.000000000000000,5528.000000000000000,3498.000000000000000,4932.000000000000000,3470.000000000000000,5359.000000000000000,3274.000000000000000,5093.000000000000000,3056.000000000000000,5681.000000000000000,2.162000000000000,3.862000000000000,2.880000000000000,3.901000000000000,2.553000000000000,3.570000000000000,2.837000000000000,3.664000000000000,3024.000000000000000,3299.000000000000000,2546.000000000000000,3467.000000000000000,2023.000000000000000,2487.000000000000000,33123.432000000000698,49520.996999999995751,3.726553779434409,3.502397042633215,
64,3N,Region 3,238,https://www.dec.ny.gov/outdoor/8302.html,616910920.625000000000000,114433.547894000002998,604.000000000000000,474.000000000000000,593.000000000000000,696.000000000000000,575.000000000000000,729.000000000000000,578.000000000000000,474.000000000000000,557.000000000000000,479.000000000000000,585.000000000000000,510.000000000000000,470.000000000000000,492.000000000000000,412.000000000000000,373.000000000000000,400.000000000000000,375.000000000000000,422.000000000000000,319.000000000000000,367.000000000000000,259.000000000000000,419.000000000000000,275.000000000000000,423.000000000000000,264.000000000000000,240.000000000000000,279.000000000000000,280.000000000000000,163.000000000000000,6925.000000000000000,6161.000000000000000,0.463627536317482,0.435739776799390,
65,3P,Region 3,131,https://www.dec.ny.gov/outdoor/8302.html,340592984.421999990940094,122106.495901999995112,387.000000000000000,282.000000000000000,331.000000000000000,454.000000000000000,316.000000000000000,358.000000000000000,244.000000000000000,304.000000000000000,284.000000000000000,162.000000000000000,239.000000000000000,204.000000000000000,209.000000000000000,209.000000000000000,172.000000000000000,146.000000000000000,147.000000000000000,84.000000000000000,180.000000000000000,95.000000000000000,189.000000000000000,81.000000000000000,186.000000000000000,68.000000000000000,231.000000000000000,94.000000000000000,188.000000000000000,164.000000000000000,177.000000000000000,92.000000000000000,3480.000000000000000,2797.000000000000000,0.210479827800681,0.197819210470361,
66,3R,Region 3,232,https://www.dec.ny.gov/outdoor/8302.html,599888385.827999949455261,108300.490848999994341,156.000000000000000,138.000000000000000,158.000000000000000,105.000000000000000,146.000000000000000,171.000000000000000,145.000000000000000,126.000000000000000,139.000000000000000,130.000000000000000,215.000000000000000,146.000000000000000,162.000000000000000,148.000000000000000,216.000000000000000,148.000000000000000,208.000000000000000,225.000000000000000,198.000000000000000,154.000000000000000,184.000000000000000,163.000000000000000,197.000000000000000,112.000000000000000,247.000000000000000,144.000000000000000,258.000000000000000,178.000000000000000,192.000000000000000,126.000000000000000,2821.000000000000000,2214.000000000000000,0.166607915177228,0.156586246686228,
67,3S,Region 3,475,https://www.dec.ny.gov/outdoor/8302.html,1231799724.450000047683716,231288.967643000010867,654.000000000000000,1250.000000000000000,609.000000000000000,1131.000000000000000,612.000000000000000,1157.000000000000000,614.000000000000000,1296.000000000000000,545.000000000000000,1103.000000000000000,509.000000000000000,901.000000000000000,541.000000000000000,697.000000000000000,403.000000000000000,676.000000000000000,376.000000000000000,717.000000000000000,562.000000000000000,697.000000000000000,512.000000000000000,549.000000000000000,585.000000000000000,582.000000000000000,647.000000000000000,600.000000000000000,677.000000000000000,605.000000000000000,486.000000000000000,365.000000000000000,8332.000000000000000,12326.000000000000000,0.927556080611796,0.871762455580145,
68,4A,Region 4,426,https://www.dec.ny.gov/outdoor/8302.html,1103685616.160000085830688,154891.405062000005273,664.000000000000000,419.000000000000000,709.000000000000000,391.000000000000000,771.000000000000000,509.000000000000000,755.000000000000000,462.000000000000000,853.000000000000000,412.000000000000000,985.000000000000000,454.000000000000000,988.000000000000000,518.000000000000000,1022.000000000000000,620.000000000000000,967.000000000000000,586.000000000000000,1.281000000000000,705.000000000000000,1.206000000000000,754.000000000000000,1.127000000000000,902.000000000000000,1039.000000000000000,622.000000000000000,1242.000000000000000,880.000000000000000,1148.000000000000000,707.000000000000000,11146.614000000001397,8941.000000000000000,0.672828080216621,0.632356653848944,
69,4B,Region 4,162,https://www.dec.ny.gov/outdoor/8302.html,419526830.359000027179718,165573.958531999989646,165.000000000000000,293.000000000000000,206.000000000000000,213.000000000000000,263.000000000000000,239.000000000000000,262.000000000000000,302.000000000000000,329.000000000000000,251.000000000000000,400.000000000000000,334.000000000000000,314.000000000000000,279.000000000000000,339.000000000000000,416.000000000000000,278.000000000000000,328.000000000000000,318.000000000000000,278.000000000000000,405.000000000000000,353.000000000000000,415.000000000000000,382.000000000000000,387.000000000000000,276.000000000000000,479.000000000000000,396.000000000000000,360.000000000000000,373.000000000000000,4920.000000000000000,4713.000000000000000,0.354662648703829,0.333329259544802,
70,4C,Region 4,164,https://www.dec.ny.gov/outdoor/8302.html,424381576.609000027179718,115690.038713999994798,492.000000000000000,266.000000000000000,635.000000000000000,259.000000000000000,596.000000000000000,488.000000000000000,627.000000000000000,340.000000000000000,615.000000000000000,446.000000000000000,737.000000000000000,412.000000000000000,652.000000000000000,681.000000000000000,638.000000000000000,699.000000000000000,582.000000000000000,601.000000000000000,725.000000000000000,606.000000000000000,645.000000000000000,542.000000000000000,586.000000000000000,470.000000000000000,603.000000000000000,394.000000000000000,706.000000000000000,729.000000000000000,641.000000000000000,482.000000000000000,9480.000000000000000,7415.000000000000000,0.557993537054719,0.524429547957714,
71,4F,Region 4,1157,https://www.dec.ny.gov/outdoor/8302.html,2995794592.019999980926514,261927.353415999998106,2527.000000000000000,1978.000000000000000,2792.000000000000000,2259.000000000000000,3329.000000000000000,2900.000000000000000,3725.000000000000000,3034.000000000000000,3333.000000000000000,2726.000000000000000,4440.000000000000000,2735.000000000000000,4142.000000000000000,3128.000000000000000,4381.000000000000000,3874.000000000000000,3.869000000000000,3.244000000000000,4.112000000000000,3.678000000000000,4.313000000000000,3.451000000000000,4.136000000000000,3.906000000000000,3988.000000000000000,3080.000000000000000,3822.000000000000000,3861.000000000000000,3754.000000000000000,2715.000000000000000,40249.429999999993015,32304.278999999998632,2.430961416212069,2.284736133927156,
72,4G,Region 4,366,https://www.dec.ny.gov/outdoor/8302.html,947442836.751000046730042,163841.531912000005832,889.000000000000000,812.000000000000000,963.000000000000000,683.000000000000000,858.000000000000000,663.000000000000000,941.000000000000000,725.000000000000000,930.000000000000000,640.000000000000000,724.000000000000000,786.000000000000000,766.000000000000000,731.000000000000000,904.000000000000000,869.000000000000000,726.000000000000000,521.000000000000000,863.000000000000000,639.000000000000000,835.000000000000000,553.000000000000000,805.000000000000000,664.000000000000000,786.000000000000000,535.000000000000000,913.000000000000000,811.000000000000000,1147.000000000000000,629.000000000000000,13050.000000000000000,10261.000000000000000,0.772160712571608,0.725714307699811,
73,4H,Region 4,283,https://www.dec.ny.gov/outdoor/8302.html,732295442.141000032424927,140912.676998999988427,733.000000000000000,504.000000000000000,674.000000000000000,448.000000000000000,701.000000000000000,560.000000000000000,658.000000000000000,476.000000000000000,804.000000000000000,382.000000000000000,948.000000000000000,505.000000000000000,831.000000000000000,522.000000000000000,981.000000000000000,555.000000000000000,801.000000000000000,441.000000000000000,985.000000000000000,510.000000000000000,850.000000000000000,424.000000000000000,916.000000000000000,468.000000000000000,846.000000000000000,392.000000000000000,965.000000000000000,674.000000000000000,1095.000000000000000,521.000000000000000,12788.000000000000000,7382.000000000000000,0.555510221245845,0.522095606611442,
74,4J,Region 4,146,https://www.dec.ny.gov/outdoor/8302.html,377350662.375000000000000,105189.203542999995989,139.000000000000000,353.000000000000000,184.000000000000000,240.000000000000000,183.000000000000000,320.000000000000000,210.000000000000000,259.000000000000000,220.000000000000000,319.000000000000000,221.000000000000000,278.000000000000000,208.000000000000000,333.000000000000000,190.000000000000000,275.000000000000000,151.000000000000000,283.000000000000000,223.000000000000000,272.000000000000000,273.000000000000000,243.000000000000000,217.000000000000000,202.000000000000000,262.000000000000000,262.000000000000000,415.000000000000000,379.000000000000000,282.000000000000000,262.000000000000000,3378.000000000000000,4280.000000000000000,0.322078535211625,0.302705120061903,
75,4K,Region 4,254,https://www.dec.ny.gov/outdoor/8302.html,657827537.396000027656555,139900.368733000010252,223.000000000000000,116.000000000000000,226.000000000000000,75.000000000000000,405.000000000000000,140.000000000000000,394.000000000000000,203.000000000000000,524.000000000000000,236.000000000000000,607.000000000000000,258.000000000000000,585.000000000000000,361.000000000000000,539.000000000000000,449.000000000000000,694.000000000000000,437.000000000000000,608.000000000000000,488.000000000000000,556.000000000000000,377.000000000000000,672.000000000000000,576.000000000000000,691.000000000000000,470.000000000000000,822.000000000000000,737.000000000000000,713.000000000000000,561.000000000000000,8259.000000000000000,5484.000000000000000,0.412681936238446,0.387858616453149,
76,4O,Region 4,752,https://www.dec.ny.gov/outdoor/8302.html,1948384921.869999885559082,272748.622403000015765,1697.000000000000000,845.000000000000000,1797.000000000000000,993.000000000000000,1846.000000000000000,1101.000000000000000,2114.000000000000000,1110.000000000000000,1785.000000000000000,603.000000000000000,1457.000000000000000,810.000000000000000,1702.000000000000000,1039.000000000000000,1875.000000000000000,1455.000000000000000,1.588000000000000,957.000000000000000,1.677000000000000,851.000000000000000,1.607000000000000,856.000000000000000,1.888000000000000,821.000000000000000,1969.000000000000000,1047.000000000000000,1812.000000000000000,1351.000000000000000,1777.000000000000000,887.000000000000000,19837.760000000002037,14726.000000000000000,1.108160866711773,1.041503644399904,
77,4P,Region 4,367,https://www.dec.ny.gov/outdoor/8302.html,949711298.618000030517578,171403.494910999987042,803.000000000000000,360.000000000000000,1045.000000000000000,575.000000000000000,977.000000000000000,786.000000000000000,1074.000000000000000,693.000000000000000,884.000000000000000,472.000000000000000,580.000000000000000,601.000000000000000,770.000000000000000,677.000000000000000,901.000000000000000,772.000000000000000,707.000000000000000,435.000000000000000,720.000000000000000,611.000000000000000,675.000000000000000,379.000000000000000,834.000000000000000,493.000000000000000,862.000000000000000,474.000000000000000,823.000000000000000,699.000000000000000,833.000000000000000,473.000000000000000,12488.000000000000000,8500.000000000000000,0.639641950770750,0.601166710403313,
78,4R,Region 4,290,https://www.dec.ny.gov/outdoor/8302.html,750892913.937999963760376,170590.131946000008611,602.000000000000000,378.000000000000000,652.000000000000000,589.000000000000000,616.000000000000000,411.000000000000000,650.000000000000000,389.000000000000000,659.000000000000000,388.000000000000000,409.000000000000000,483.000000000000000,472.000000000000000,400.000000000000000,571.000000000000000,489.000000000000000,476.000000000000000,307.000000000000000,546.000000000000000,291.000000000000000,574.000000000000000,279.000000000000000,581.000000000000000,363.000000000000000,555.000000000000000,287.000000000000000,614.000000000000000,417.000000000000000,736.000000000000000,387.000000000000000,8713.000000000000000,5858.000000000000000,0.440826182072360,0.414309951710895,
